base	n	wicked	OmegaWiki_eng_synset
base	n	wretched	OmegaWiki_eng_synset
base	n	wrongly	OmegaWiki_eng_synset
base	n	wronly	OmegaWiki_eng_synset
baseball	n	baseball game	OmegaWiki_eng_synset
baseball	n	sport	OmegaWiki_eng_related
basketball	n	basketball game	OmegaWiki_eng_synset
basketball	n	sport	OmegaWiki_eng_related
battle	n	combat	OmegaWiki_eng_synset
battle	n	contest	OmegaWiki_eng_synset
battle	n	fight	OmegaWiki_eng_synset
battle	n	war	OmegaWiki_eng_related
beach	n	barrier beach	OmegaWiki_eng_narrower_terms
beach	n	geography	OmegaWiki_eng_related
beach	n	natural area	OmegaWiki_eng_related
beach	n	natural areas	OmegaWiki_eng_related
beach	n	natural areas, landscape and ecosystems	OmegaWiki_eng_related
beach	n	seashore	OmegaWiki_eng_hypernym
beach	n	strand	OmegaWiki_eng_synset
beginning	n	commencement	OmegaWiki_eng_synset
beginning	n	start	OmegaWiki_eng_synset
behavior	n	animal behavior	OmegaWiki_eng_narrower_terms
behavior	n	animal behaviour	OmegaWiki_eng_narrower_terms
behavior	n	attitude	OmegaWiki_eng_synset
behavior	n	autoecology	OmegaWiki_eng_hypernym
behavior	n	bearing	OmegaWiki_eng_synset
behavior	n	behavior pattern	OmegaWiki_eng_narrower_terms
